name,unified_sutra_code,sutra_code,sutra_name,due_reel_count,existed_reel_count,start_volume,end_volume,remark
YB_47,UN_372,YB_47,佛說如幻三昧經,3,3,22,22,
YB_48,UN_371,YB_48,善住意天子所問經,3,3,22,22,
YB_49,UN_373,YB_49,太子刷護經,1,1,23,23,
YB_50,UN_374,YB_50,太子和休經,1,1,23,23,
YB_51,UN_385,YB_51,入法界體性經,1,1,23,23,
YB_52,UN_375,YB_52,慧上菩薩問大善權經,2,2,23,23,
YB_53,UN_377,YB_53,大乘顯識經,2,2,23,23,
YB_54,UN_378,YB_54,佛說大乘方等要慧經,1,1,23,23,
YB_55,UN_379,YB_55,彌勒菩薩所問本願經,1,1,23,23,
YB_56,UN_389,YB_56,度一切諸佛境界智嚴經,1,1,23,23,
YB_57,UN_380,YB_57,佛說遺日摩尼寳經,1,1,23,23,
YB_58,UN_381,YB_58,佛說摩訶衍寳嚴經,1,1,23,23,
YB_59,UN_383,YB_59,勝鬘師子吼一乘大方便方廣經,1,1,23,23,
YB_60,UN_384,YB_60,毗耶娑問經,2,2,23,23,
YB_61,UN_433,YB_61,大方等大集經,30,30,24,24,
YB_62,UN_434,YB_62,大乘大方等日藏經,10,10,24,24,
YB_63,UN_435,YB_63,大方等大集月藏經,10,10,24,24,
YB_64,UN_451,YB_64,大乘大集地藏十輪經,10,10,25,25,
YB_65,UN_452,YB_65,佛說大方廣十輪經,8,8,25,25,
YB_66,UN_436,YB_66,大集須彌藏經,2,2,25,25,
YB_67,UN_449,YB_67,虛空孕菩薩經,2,2,25,25,
YB_68,UN_446,YB_68,虛空藏菩薩經,1,1,25,25,
YB_69,UN_447,YB_69,虛空藏菩薩神咒經,1,1,25,25,
YB_70,UN_455,YB_70,佛說菩薩念佛三昧經,6,6,25,25,
YB_71,UN_456,YB_71,佛說大方等大集菩薩念佛三昧經,10,10,25,25,
YB_72,UN_458,YB_72,般舟三昧經,3,3,25,25,
YB_73,UN_438,YB_73,阿差末菩薩經,7,7,25,25,
YB_74,UN_457,YB_74,大方等大集賢護經,5,5,26,26,
YB_75,UN_460,YB_75,拔陂菩薩經,1,1,26,26,
YB_76,UN_437,YB_76,無盡意菩薩經,4,4,26,26,
YB_77,UN_463,YB_77,大集譬喻王經,2,2,26,26,
YB_78,UN_440,YB_78,大哀經,8,8,26,26,
YB_79,UN_441,YB_79,寳女所問經,4,4,26,26,
YB_80,UN_443,YB_80,無言童子經,2,2,26,26,
YB_81,UN_461,YB_81,自在王菩薩經,2,2,26,26,
YB_82,UN_462,YB_82,奮訊王問經,2,2,26,26,
YB_83,UN_445,YB_83,寳星陀羅尼經,8,8,26,26,
YB_84,UN_335,YB_84,度諸佛境界智光嚴經,1,1,26,26,
YB_85,UN_1163,YB_85,大乘金剛髻珠菩薩修行分經,1,1,26,26,
YB_86,UN_310,YB_86,大方廣佛華嚴經,60,60,27,28,
YB_87,UN_309,YB_87,大方廣佛華嚴經,80,80,28,30,
YB_88,UN_324,YB_88,大方廣佛華嚴經,40,40,30,31,
YB_89,UN_337,YB_89,信力入印法門經,5,5,31,31,
YB_90,UN_336,YB_90,佛華嚴入如來德智不思議境界經,1,1,31,31,
YB_91,UN_322,YB_91,佛說如來興顯經,4,4,31,31,
YB_92,UN_334,YB_92,大方廣入如來智德不思議經,1,1,31,31,
YB_93,UN_338,YB_93,大方廣佛華嚴經修慈分,1,1,31,31,
YB_94,UN_320,YB_94,顯無邊佛土功德經,1,1,31,31,
YB_95,UN_333,YB_95,大方廣佛華嚴經不思議佛境界分,1,1,31,31,
YB_96,UN_332,YB_96,大方廣如來不思議經境界經,1,1,31,31,
YB_97,UN_330,YB_97,大方廣普賢所說經,1,1,31,31,
YB_98,UN_339,YB_98,莊嚴菩提心經,1,1,31,31,
YB_99,UN_312,YB_99,佛說菩薩本業經,1,1,31,31,
YB_100,UN_327,YB_100,大方廣佛華嚴經續入法界品,1,1,31,31,
YB_101,UN_311,YB_101,佛說兜沙經,1,1,31,31,
YB_102,UN_340,YB_102,大方廣菩薩十地經,1,1,31,31,
YB_103,UN_323,YB_103,度世品經,6,6,32,32,
YB_104,UN_317,YB_104,十住經,6,6,32,32,
YB_105,UN_326,YB_105,佛說羅摩伽經,4,4,32,32,
YB_106,UN_313,YB_106,諸菩薩求佛本業經與菩薩本業經同本異出,1,1,32,32,
YB_107,UN_314,YB_107,菩薩十住行道品經,1,1,32,32,
YB_108,UN_315,YB_108,佛說菩薩十住經,1,1,32,32,
YB_109,UN_316,YB_109,漸備一切智德經,5,5,32,32,
YB_110,UN_319,YB_110,等目菩薩所問三昧經一名普賢菩薩定義經,3,3,32,32,
YB_111,UN_629,YB_111,文殊師利問菩薩署經,1,1,32,32,
YB_112,UN_409,YB_112,大般涅槃經,40,40,32,33,
YB_113,UN_410,YB_113,大般涅槃經,36,36,33,34,
YB_114,UN_412,YB_114,大般涅槃經後分,2,2,34,34,
YB_115,UN_413,YB_115,佛說方等般泥洹經,2,2,34,34,
YB_116,UN_415,YB_116,大悲經,5,5,35,35,
YB_117,UN_7,YB_117,大般涅槃經,3,3,35,35,
YB_118,UN_6,YB_118,佛說方等般泥洹經,2,2,35,35,
YB_119,UN_411,YB_119,大般泥洹經,6,6,35,35,
YB_120,UN_414,YB_120,四童子三昧經,3,3,35,35,
YB_121,UN_424,YB_121,佛垂般涅槃略說教誡經,1,1,35,35,
YB_122,UN_425,YB_122,佛涅槃記法住經,1,1,35,35,
YB_123,UN_427,YB_123,佛滅度後棺歛葬送經,1,1,35,35,
YB_124,UN_426,YB_124,般涅洹後灌臘經,1,1,35,35,
YB_125,UN_757,YB_125,金光明最勝王經,10,10,35,35,
YB_126,UN_758,YB_126,金光明經,4,4,35,35,
YB_127,UN_417,YB_127,等集衆德三昧經,3,3,35,35,
YB_128,UN_416,YB_128,集一切福德三昧經,3,3,36,36,
YB_129,,YB_129,三藏聖教,9,9,36,36,
YB_130,,YB_130,入定不入定印經,1,1,36,36,
YB_131,UN_746,YB_131,不必定入定入印經,1,1,36,36,
YB_132,UN_307,YB_132,無量義經,1,1,36,36,
YB_133,UN_292,YB_133,妙法蓮華經,7,7,36,36,
YB_134,UN_300,YB_134,法華三昧經,1,1,36,36,
YB_135,UN_295,YB_135,妙薩曇芬陀利經,1,1,36,36,
YB_136,UN_296,YB_136,妙法蓮華經觀世音普門品經,1,1,36,36,
YB_137,UN_293,YB_137,正法華經,10,10,36,36,
YB_138,UN_294,YB_138,妙法蓮華經(添品）,8,8,36,37,
YB_139,UN_802,YB_139,分別緣起初勝法門經,2,2,37,37,
YB_140,UN_803,YB_140,佛說緣生初勝分法本經,2,2,37,37,
YB_141,UN_217,YB_141,悲華經,10,10,37,37,
YB_142,UN_212,YB_142,六度集經,8,8,37,37,
YB_143,UN_650,YB_143,大乘頂王經,1,1,37,37,
YB_144,UN_649,YB_144,大方等頂王經,1,1,37,37,
YB_145,UN_645,YB_145,維摩詰所說經,3,3,37,37,
YB_146,UN_646,YB_146,維摩詰經,3,3,37,37,
YB_147,UN_834,YB_147,道神足無極變化經,4,4,38,38,
YB_148,UN_647,YB_148,說無垢稱經,6,6,38,38,
YB_149,UN_299,YB_149,阿惟越致遮經,4,4,38,38,
YB_150,UN_659,YB_150,佛說寶雨經,10,10,38,38,
YB_151,UN_661,YB_151,佛說寶雲經,7,7,38,38,
YB_152,UN_833,YB_152,佛昇忉利天為母說法經,3,3,38,38,
YB_153,UN_7731,YB_153,相續解脫地波羅蜜了義經,1,1,38,38,
YB_154,UN_7732,YB_154,相續解脫如來所作隨順處了義經,1,1,38,38,
YB_155,UN_772,YB_155,佛說解節經,1,1,38,38,
YB_156,UN_298,YB_156,不退轉法輪經,4,4,38,38,
YB_157,UN_297,YB_157,廣博嚴淨不退轉法輪經,4,4,39,39,
YB_158,UN_244,YB_158,方廣大莊嚴經,12,12,39,39,
YB_159,UN_245,YB_159,普曜經,8,8,39,39,
YB_160,UN_726,YB_160,伅真陀羅所問寶如來三昧經,3,3,39,39,
YB_161,UN_725,YB_161,大樹緊那羅王所問經,4,4,39,39,
YB_162,UN_752,YB_162,諸法本無經,3,3,39,39,
YB_163,UN_751,YB_163,諸法無行經,2,2,39,39,
YB_164,UN_653,YB_164,持人菩薩所問經,4,4,39,39,
YB_165,UN_652,YB_165,持世經,4,4,40,40,
YB_166,UN_1381,YB_166,佛說大灌頂神咒經,12,12,40,40,
YB_167,UN_631,YB_167,佛說文殊師利現寶藏經,2,2,40,40,
YB_168,UN_630,YB_168,大方廣寶篋經,2,2,40,40,
YB_169,UN_619,YB_169,藥師如來本願功德經,1,1,40,40,
YB_170,UN_620,YB_170,藥師琉璃光七佛本願功德經,1,1,40,40,
YB_171,UN_621,YB_171,藥師琉璃光七佛本願功德經,2,2,40,40,
YB_172,UN_728,YB_172,佛說阿闍世王經,2,2,40,40,
YB_173,UN_764,YB_173,楞伽阿跋多羅寶經,4,4,40,40,
YB_174,UN_765,YB_174,入楞伽經,10,10,40,40,
YB_175,UN_766,YB_175,大乘入楞伽經,7,7,41,41,
YB_176,UN_303,YB_176,菩薩行方便境界神通變化經,3,3,41,41,
YB_177,UN_302,YB_177,大薩遮尼乾子受記經,10,10,41,41,
YB_178,UN_218,YB_178,大乘大悲分陀利經,8,8,41,41,
YB_179,UN_648,YB_179,善思童子經,2,2,41,41,
YB_180,UN_729,YB_180,普超三昧經放缽經同卷,4,4,41,41,
YB_181,UN_730,YB_181,佛說放鉢經,1,1,41,41,
YB_182,UN_836,YB_182,佛說大淨法門經,1,1,41,41,
YB_183,UN_835,YB_183,大莊嚴法門經,2,2,41,41,
YB_184,UN_1011,YB_184,佛說大方等大雲請雨經,1,1,41,41,
YB_185,UN_1012,YB_185,大雲請雨經,1,1,42,42,
YB_186,UN_1013,YB_186,大雲輪請雨經,2,2,42,42,
YB_187,UN_710,YB_187,勝思惟梵天所問經,6,6,42,42,
YB_188,UN_708,YB_188,思益梵天所問經,4,4,42,42,
YB_189,UN_739,YB_189,月燈三昧經,11,11,42,42,
YB_190,UN_740,YB_190,月燈三昧經,1,1,42,42,
YB_191,UN_831,YB_191,佛說象腋經,1,1,42,42,
YB_192,UN_832,YB_192,佛說無所希望經名象歩經,1,1,42,42,
YB_193,UN_768,YB_193,佛說大乘同性經,2,2,42,42,
YB_194,UN_769,YB_194,佛說證契大乘經,2,2,42,42,
YB_195,UN_709,YB_195,持心梵天所問經,4,4,42,42,
YB_196,UN_396,YB_196,佛說觀無量壽佛經,1,1,42,42,
YB_197,UN_399,YB_197,稱讚淨土佛攝受經,1,1,42,42,
YB_198,UN_398,YB_198,佛說阿彌陀經,1,1,42,42,
YB_199,UN_401,YB_199,拔一切業障根本得生淨土神咒,1,1,42,42,
YB_200,UN_406,YB_200,後出阿彌陀佛偈經,1,1,42,42,
YB_201,UN_394,YB_201,佛說大阿彌陀經,2,2,43,43,
YB_202,UN_628,YB_202,佛說觀彌勒菩薩上升兜率陀天經,1,1,43,43,
YB_203,UN_625,YB_203,佛說彌勒下生經,2,2,43,43,
YB_204,UN_627,YB_204,佛說彌勒來時經,1,1,43,43,
YB_205,UN_626,YB_205,佛說彌勒下生成佛經,1,1,43,43,
YB_206,UN_624,YB_206,佛說觀彌勒菩薩下生經,1,1,43,43,
YB_207,UN_623,YB_207,佛說彌勒成佛經,1,1,43,43,
YB_208,UN_851,YB_208,佛說第一義法勝經,1,1,43,43,
YB_209,UN_850,YB_209,佛說大滅燈光仙人問疑經,1,1,43,43,
YB_210,UN_841,YB_210,一切法高王經,1,1,43,43,
YB_211,UN_840,YB_211,佛說諸法勇王經,1,1,43,43,
YB_212,UN_695,YB_212,順權方便經,2,2,43,43,
YB_213,UN_694,YB_213,佛說樂纓絡莊嚴方便經,1,1,43,43,
YB_214,UN_234,YB_214,菩薩睒子經,1,1,43,43,
YB_215,UN_235,YB_215,佛說睒子經,1,1,43,43,
YB_216,UN_241,YB_216,佛說九色鹿經,1,1,43,43,
YB_217,UN_228,YB_217,太子沐魄經,1,1,43,43,
YB_218,UN_227,YB_218,太子慕魄經,1,1,43,43,
YB_219,UN_845,YB_219,無字寶篋經,1,1,43,43,
YB_220,UN_846,YB_220,大乘離文字普光明藏經,1,1,43,43,
YB_221,UN_844,YB_221,大乘遍照光明藏無字法門經字法門經,1,1,43,43,
YB_222,UN_688,YB_222,佛說老女人經,1,1,43,43,
YB_223,UN_689,YB_223,佛說老母經,1,1,43,43,
YB_224,UN_690,YB_224,佛說老母女六英經,1,1,43,43,
YB_225,UN_673,YB_225,佛說長者子制經,1,1,43,43,
YB_226,UN_674,YB_226,佛說菩薩逝經,1,1,43,43,
YB_227,UN_672,YB_227,佛說逝童子經,1,1,43,43,
YB_228,UN_679,YB_228,佛說月光童子經,1,1,43,43,
YB_229,UN_680,YB_229,佛說申日兒本經,1,1,43,43,
YB_230,UN_677,YB_230,佛說德護長者經,2,2,43,43,
YB_231,UN_826,YB_231,佛說犢子經,1,1,43,43,
YB_232,UN_825,YB_232,佛說乳光佛經,1,1,43,43,
YB_233,UN_692,YB_233,佛說無垢賢女經,1,1,43,43,
YB_234,UN_693,YB_234,佛說腹中女聼經,1,1,43,43,
YB_235,UN_691,YB_235,佛說轉女身經,1,1,43,43,
YB_236,UN_632,YB_236,文殊師利問菩提經,1,1,43,43,
YB_237,UN_633,YB_237,伽耶山頂經,1,1,43,43,
YB_238,UN_634,YB_238,佛說象頭精舍經,1,1,43,43,
YB_239,UN_635,YB_239,大乘伽耶山頂經,1,1,43,43,
YB_240,UN_829,YB_240,佛說決定總持經,1,1,43,43,
YB_241,UN_828,YB_241,佛說謗佛經,1,1,43,43,
YB_242,,YB_242,大方等大雲經,4,4,43,43,
YB_243,UN_388,YB_243,如來莊嚴智慧光明入一切佛境界經,2,2,43,43,
YB_244,UN_771,YB_244,深密解脫經,5,5,43,43,
YB_245,UN_770,YB_245,解深密經,5,5,43,43,
YB_246,UN_667,YB_246,佛說諫王經,1,1,43,43,
YB_247,UN_668,YB_247,如來示教勝軍王經,1,1,43,43,
YB_248,UN_669,YB_248,佛為勝光天子說王法經,1,1,43,43,
YB_249,UN_386,YB_249,寳積三昧文殊師利菩薩問法身經,1,1,43,43,
YB_250,UN_306,YB_250,佛說濟諸方等學經,1,1,44,44,
YB_251,UN_305,YB_251,大乘方廣總持經,1,1,44,44,
YB_252,UN_231,YB_252,太子須大拏經,1,1,44,44,
YB_253,UN_734,YB_253,佛說如來智印經,1,1,44,44,
YB_254,UN_733,YB_254,佛說慧印三昧經,1,1,44,44,
YB_255,UN_736,YB_255,佛說無極寳三昧經,2,2,44,44,
YB_256,UN_737,YB_256,寳如來三昧經,2,2,44,44,
YB_257,UN_763,YB_257,無上依經,2,2,44,44,
YB_258,UN_780,YB_258,佛說未曾有經,1,1,44,44,
YB_259,UN_781,YB_259,佛說甚稀有經,1,1,44,44,
YB_260,UN_848,YB_260,佛說如來師子吼經,1,1,44,44,
YB_261,UN_847,YB_261,佛說大方廣師子吼經,1,1,44,44,
YB_262,UN_642,YB_262,佛說大乘百福相經,1,1,44,44,
YB_263,UN_643,YB_263,佛說大乘百福莊嚴相經,1,1,44,44,
YB_264,UN_814,YB_264,佛說大乘四法經,1,1,44,44,
YB_265,UN_815,YB_265,佛說菩薩修行四法經,1,1,44,44,
YB_266,UN_783,YB_266,佛說稀有校量功德經,1,1,44,44,
YB_267,UN_782,YB_267,佛說最無比經,1,1,44,44,
YB_268,UN_238,YB_268,佛說前世三轉經,1,1,44,44,
YB_269,UN_239,YB_269,佛說銀色女經,1,1,44,44,
YB_270,UN_664,YB_270,佛說阿闍世王受決經,1,1,44,44,
YB_271,UN_665,YB_271,採華違王上佛授決經,1,1,44,44,
YB_272,UN_1563,YB_272,佛說正恭敬經,1,1,44,44,
YB_273,UN_1562,YB_273,佛說善恭敬經,1,1,44,44,
YB_274,UN_855,YB_274,稱讚大乘功德經,1,1,44,44,
YB_275,UN_856,YB_275,妙法決定業障經,1,1,44,44,
YB_276,UN_115,YB_276,佛說貝多樹下思惟十二因緣經,1,1,44,44,
YB_277,UN_116,YB_277,佛說緣起聖道經,1,1,44,44,
YB_278,UN_799,YB_278,佛說稻稈經,1,1,44,44,
YB_279,UN_798,YB_279,佛說了本生死經,1,1,44,44,
YB_280,UN_724,YB_280,佛說自誓三昧經,1,1,44,44,
YB_281,UN_723,YB_281,如來獨證自誓三昧經,1,1,44,44,
YB_282,UN_705,YB_282,佛說轉有經,1,1,44,44,
YB_283,UN_704,YB_283,大方等修多羅王經,1,1,44,44,
YB_284,UN_639,YB_284,佛說文殊師利廵行經,1,1,44,44,
YB_285,UN_638,YB_285,佛說文殊屍利行經,1,1,44,44,
YB_286,UN_786,YB_286,大乘造像功德經,2,2,44,44,
YB_287,UN_785,YB_287,佛說作佛形像經,1,1,44,44,
YB_288,UN_784,YB_288,佛說造立形像福報經,1,1,44,44,
YB_289,UN_2311,YB_289,佛說灌佛經,1,1,44,44,
YB_290,UN_790,YB_290,佛說灌洗佛經,1,1,44,44,
YB_291,UN_789,YB_291,佛說浴像功德經,1,1,44,44,
YB_292,UN_788,YB_292,浴像功德經,1,1,44,44,
YB_293,UN_821,YB_293,佛說校量數珠功德經,1,1,44,44,
YB_294,UN_820,YB_294,曼殊室利呪藏中校量數珠功德經,1,1,44,44,
YB_295,UN_686,YB_295,佛說龍施女經,1,1,44,44,
YB_296,UN_687,YB_296,佛說龍施菩薩本起經,1,1,44,44,
YB_297,UN_597,YB_297,佛說八吉祥神呪經,1,1,44,44,
YB_298,UN_598,YB_298,佛說八陽神呪經,1,1,44,44,
YB_299,UN_599,YB_299,佛說八吉祥經,1,1,44,44,
YB_300,UN_596,YB_300,佛說八佛名號經,1,1,44,44,
YB_301,UN_778,YB_301,佛說盂蘭盆經,1,1,44,44,
YB_302,UN_779,YB_302,佛說報恩奉盆經,1,1,44,44,
YB_303,UN_1199,YB_303,佛說觀藥王藥上二菩薩經,1,1,44,44,
YB_304,UN_1006,YB_304,佛說大孔雀呪王經,3,3,44,44,
YB_305,UN_1004,YB_305,佛母大孔雀明王經,3,3,44,44,
YB_306,UN_1005,YB_306,佛說孔雀王呪經,2,2,44,44,
YB_307,,YB_307,佛說大孔雀王神呪經,1,1,44,44,
YB_308,,YB_308,佛說大孔雀王雑神呪經,1,1,44,44,
YB_309,UN_1007,YB_309,大金色孔雀王呪經,1,1,44,44,
YB_310,UN_1126,YB_310,佛說不空罥索呪經,1,1,44,44,
YB_311,UN_1131,YB_311,不空罥索心呪王經,3,3,44,44,
YB_312,UN_1132,YB_312,不空罥索陀羅尼經,2,2,44,44,
YB_313,UN_1128,YB_313,不空罥索呪心經,1,1,44,44,
YB_314,UN_1127,YB_314,不空罥索神呪心經,1,1,44,44,
YB_315,UN_1124,YB_315,不空罥索神變真言經,30,30,45,45,
YB_316,UN_10801,YB_316,千眼千臂觀世音菩薩陀羅尼神呪經,2,2,45,45,
YB_317,UN_1079,YB_317,千手千眼觀世音菩薩姥陀羅尼身經,1,1,45,45,
YB_318,UN_10821,YB_318,千手千眼觀世音菩薩廣大圓滿無礙大悲心陀羅尼經,1,1,45,45,
YB_319,UN_1114,YB_319,觀世音菩薩秘密藏神呪經,1,1,45,45,
YB_320,UN_1115,YB_320,觀世音菩薩如意摩尼陀羅尼經,1,1,45,45,
YB_321,UN_1113,YB_321,觀自在菩薩如意心陀羅尼呪經,1,1,45,45,
YB_322,UN_1112,YB_322,如意輪陀羅尼經,1,1,45,45,
YB_323,UN_11363,YB_323,觀自在菩薩怛嚩多唎隨心陀羅尼經,1,1,45,45,
YB_324,UN_1065,YB_324,請觀世音菩薩消伏毒害陀羅尼呪經,1,1,45,45,
YB_325,UN_1096,YB_325,佛說十一面觀世音神呪經,1,1,45,45,
YB_326,UN_1097,YB_326,十一面神呪心經,1,1,46,46,
YB_327,UN_1057,YB_327,千轉陀羅尼觀世音菩薩呪經,1,1,46,46,
YB_328,UN_1056,YB_328,呪五首經,1,1,46,46,
YB_329,UN_1218,YB_329,六字神呪經,1,1,46,46,
YB_330,UN_9852,YB_330,呪三首經,1,1,46,46,
YB_331,UN_1220,YB_331,大方廣菩薩藏經中文殊師利根本一字陀羅尼法,1,1,46,46,
YB_332,UN_1221,YB_332,曼殊室利菩薩呪藏中一字呪王經,1,1,46,46,
YB_333,UN_1393,YB_333,十二佛名神呪校量功德除障滅罪經,1,1,46,46,
YB_334,UN_1394,YB_334,佛說稱讚如來功德神呪經,1,1,46,46,
YB_335,UN_1403,YB_335,華積陀羅尼神呪經,1,1,46,46,
YB_336,UN_1404,YB_336,師子奮迅菩薩所問經,1,1,46,46,
YB_337,UN_1405,YB_337,佛說華聚陀羅尼呪經,1,1,46,46,
YB_338,UN_1066,YB_338,六字呪王經,1,1,46,46,
YB_339,UN_10672,YB_339,六字神呪王經,1,1,46,46,
YB_340,UN_697,YB_340,梵女首意經,1,1,46,46,
YB_341,UN_696,YB_341,有德女所問大乘經,1,1,46,46,
YB_342,UN_1104,YB_342,佛說七俱胝佛母心大准提陀羅尼經,1,1,46,46,
YB_343,UN_1102,YB_343,佛說七俱胝佛母准提大明陀羅尼經,1,1,46,46,
YB_344,UN_1103,YB_344,七俱胝佛母所說准提陀羅尼經,1,1,46,46,
YB_345,UN_1385,YB_345,種種雑呪經,1,1,46,46,
YB_346,UN_984,YB_346,佛頂尊勝陀羅尼經,1,1,46,46,
YB_347,UN_983,YB_347,佛頂尊勝陀羅尼經,1,1,46,46,
YB_348,UN_987,YB_348,佛說佛頂尊勝陀羅尼經,1,1,46,46,
YB_349,UN_986,YB_349,最勝佛頂陀羅尼淨除業障經,1,1,46,46,
YB_350,UN_9851,YB_350,佛頂最勝陀羅尼經,1,1,46,46,
YB_351,UN_1037,YB_351,舍利弗陀羅尼經,1,1,46,46,
YB_352,UN_1036,YB_352,佛說無量門破魔陀羅尼經,1,1,46,46,
YB_353,UN_1032,YB_353,佛說無量門微密持經,1,1,46,46,
YB_354,UN_1033,YB_354,佛說出生無量門持經,1,1,46,46,
YB_355,UN_1034,YB_355,阿難陀目佉尼訶離陀隣尼經,1,1,46,46,
YB_356,UN_1035,YB_356,阿難陀目佉尼訶離陀經,1,1,46,46,
YB_357,UN_1031,YB_357,佛說一向出生菩薩經,1,1,46,46,
YB_358,UN_1038,YB_358,出生無邊門陀羅尼經,1,1,46,46,
YB_359,UN_1410,YB_359,勝幢臂印陀羅尼經,1,1,46,46,
YB_360,UN_1411,YB_360,妙臂印幢陀羅尼經,1,1,46,46,
YB_361,UN_919,YB_361,佛說陀羅尼集經,13,13,46,46,
YB_362,UN_1398,YB_362,佛說持句神呪經,1,1,46,46,
YB_363,UN_1399,YB_363,佛說陀鄰尼鉢經,1,1,46,46,
YB_364,UN_1396,YB_364,東方最勝燈王如來助護持世間神呪經,1,1,46,46,
YB_365,UN_1183,YB_365,如來方便善巧呪經,1,1,46,46,
YB_366,UN_1182,YB_366,虛空藏菩薩問七佛陀羅尼呪經,1,1,46,46,
YB_367,UN_1174,YB_367,善法方便陀羅尼呪經,1,1,46,46,
YB_368,UN_11752,YB_368,金剛秘密善門陀羅尼經,1,1,46,46,
YB_369,UN_1173,YB_369,護命法門神呪經,1,1,46,46,
YB_370,UN_1391,YB_370,金剛場陀羅尼經,1,1,46,46,
YB_371,UN_1392,YB_371,金剛上味陀羅尼經,1,1,46,46,
YB_372,UN_1389,YB_372,佛說無崖際總持法門經,1,1,46,46,
YB_373,UN_1390,YB_373,尊勝菩薩所問一切諸法入無量法門陀羅尼經,1,1,46,46,
YB_374,UN_341,YB_374,十住斷結經,14,14,47,47,
YB_375,UN_675,YB_375,菩薩道樹經,1,1,47,47,
YB_376,UN_676,YB_376,菩薩生地經,1,1,47,47,
YB_377,UN_823,YB_377,佛說孛經,1,1,47,47,
YB_378,UN_1045,YB_378,無垢淨光大陀羅尼經,1,1,47,47,
YB_379,UN_731,YB_379,成具光明定意經,1,1,47,47,
YB_380,UN_418,YB_380,摩訶摩耶經,2,2,47,47,
YB_381,UN_777,YB_381,諸德福田經,1,1,47,47,
YB_382,UN_760,YB_382,大方等如來藏經,1,1,47,47,
YB_383,UN_606,YB_383,佛說寳網經,1,1,47,47,
YB_384,UN_824,YB_384,佛說內藏百寳經,1,1,47,47,
YB_385,UN_794,YB_385,佛說溫室洗浴衆僧經,1,1,47,47,
