name,unified_sutra_code,sutra_code,sutra_name,due_reel_count,existed_reel_count,start_volume,start_page,end_volume,end_page,remark
HW_134,UN_306,HW_134,濟諸方等學經,1,1,49,268,49,283,
HW_135,UN_305,HW_135,大乘方廣總持經,1,1,49,285,49,300,
HW_136,UN_631,HW_136,佛說文殊師利現寶藏經,2,2,49,302,49,352,
HW_137,UN_630,HW_137,大方廣寶箧經,2,2,49,354,49,405,
HW_138,UN_768,HW_138,大乘同性經,2,2,49,407,49,452,
HW_139,UN_769,HW_139,證契大乘經,2,2,49,454,49,495,
HW_140,UN_771,HW_140,深密解脱經,5,5,49,497,49,584,
HW_141,UN_770,HW_141,解深密經,5,5,50,2,50,88,
HW_142,UN_7731,HW_142,相續解脱地波羅密了義經,1,1,50,90,50,109,
HW_143,UN_803,HW_143,缘生初勝分法本經,2,2,50,111,50,135,
HW_144,UN_802,HW_144,分别緣起初勝法門經,2,2,50,137,50,161,
HW_145,UN_764,HW_145,楞伽阿跋多羅寶經,4,4,50,163,50,278,
HW_146,UN_765,HW_146,入楞伽經,10,10,50,280,50,510,
HW_147,UN_766,HW_147,大乗入楞伽經,7,7,50,512,51,100,
HW_148,UN_303,HW_148,菩薩行方便境界神通變化經,3,3,51,102,51,160,
HW_149,UN_302,HW_149,大薩遮尼乾子所說經,10,10,51,162,51,343,
HW_150,UN_1012,HW_150,大方等大雲經,4,4,51,345,51,456,
HW_151,UN_1012,HW_151,大雲請雨經,1,1,51,458,51,483,
HW_152,UN_1013,HW_152,大雲輪請雨經,2,2,51,485,51,512,
HW_153,UN_1011,HW_153,大方等大雲請雨經,1,1,51,514,51,535,
HW_154,UN_751,HW_154,諸法無行經,2,2,51,537,51,575,
HW_155,UN_752,HW_155,諸法本無經,3,3,51,577,52,35,
HW_156,UN_736,HW_156,無極寶三昧經,2,2,52,37,52,76,
HW_157,UN_737,HW_157,寶如來三昧經,2,2,52,78,52,123,
HW_158,UN_733,HW_158,慧印三昧經,1,1,52,125,52,148,
HW_159,UN_734,HW_159,佛說如來智印經,1,1,52,150,52,172,
HW_160,UN_13811,HW_160,佛說灌頂三歸五戒帶佩護身咒經,1,1,52,174,52,184,
HW_161,UN_13812,HW_161,灌頂七萬二千神王護比丘咒經,1,1,52,186,52,202,
HW_162,UN_13813,HW_162,灌頂十二萬神王護比丘尼經,1,1,52,204,52,213,
HW_163,UN_13814,HW_163,灌頂百結神王護身咒經,1,1,52,215,52,228,
HW_164,UN_13815,HW_164,灌頂咒宮宅神王守鎭左右咒經,1,1,52,230,52,241,
HW_165,UN_13816,HW_165,灌頂塚墓因緣四方神咒經,1,1,52,243,52,252,
HW_166,UN_13817,HW_166,灌頂伏摩封印大神咒經,1,1,52,254,52,263,
HW_167,UN_13818,HW_167,灌頂摩尼羅亶大神咒經,1,1,52,265,52,277,
HW_168,UN_13819,HW_168,灌頂召五方龍王攝疫毒神咒經,1,1,52,279,52,289,
HW_169,UN_1381a,HW_169,灌頂梵天神策經,1,1,52,291,52,304,
HW_170,UN_1381b,HW_170,灌頂普廣菩薩隨願往生十方淨土經,1,1,52,306,52,318,
HW_171,UN_1381c,HW_171,灌頂拔除過罪生死得度經,1,1,52,320,52,334,
HW_172,UN_619,HW_172,藥師如來本願經,1,1,52,336,52,348,
HW_173,UN_621,HW_173,藥師琉璃光七佛本願功德經,2,2,52,350,52,365,
HW_174,UN_728,HW_174,阿阇世王經,2,2,52,367,52,432,
HW_175,UN_729,HW_175,普超三昧經,4,4,52,434,52,517,
HW_176,UN_739,HW_176,月燈三昧經,11,11,52,519,53,187,
HW_177,UN_740,HW_177,月燈三昧經,1,1,53,189,53,200,
HW_178,UN_832,HW_178,無所希望經,1,1,53,202,53,224,
HW_179,UN_831,HW_179,象腋經,1,1,53,226,53,245,
HW_180,UN_836,HW_180,大凈法門經品,1,1,53,247,53,274,
HW_181,UN_835,HW_181,大莊嚴法門經,2,2,53,276,53,307,
HW_182,UN_388,HW_182,如來莊嚴智慧光明入一切佛境界經,2,2,53,309,53,349,
HW_183,UN_389,HW_183,度一切諸佛境界智嚴經,1,1,53,351,53,363,
HW_184,UN_840,HW_184,諸法勇王經,1,1,53,365,53,386,
HW_185,UN_841,HW_185,一切法高王經,1,1,53,388,53,409,
HW_186,UN_851,HW_186,第一義法勝經,1,1,53,411,53,425,
HW_187,UN_850,HW_187,大威燈光仙人問疑經,1,1,53,427,53,443,
HW_188,UN_694,HW_188,樂瓔珞莊嚴方便品經,1,1,53,445,53,475,
HW_189,UN_695,HW_189,順權方便經,2,2,53,477,53,510,
HW_190,UN_623,HW_190,彌勒成佛經,1,1,53,512,53,531,
HW_191,UN_212,HW_191,六度集經,8,8,53,533,54,127,
HW_192,UN_231,HW_192,太子須大拏經,1,1,54,129,54,147,
HW_193,UN_235,HW_193,佛說睒子經,1,1,54,149,54,155,
HW_194,UN_227,HW_194,太子慕魄經,1,1,54,156,54,161,
HW_195,UN_228,HW_195,佛說太子沐魄經,1,1,54,163,54,166,
HW_196,UN_241,HW_196,佛說九色鹿經,1,1,54,167,54,169,
HW_197,UN_2351,HW_197,佛說睒子經,1,1,54,170,54,177,
HW_198,UN_844,HW_198,大乗遍照光明藏無字法門經,1,1,54,179,54,185,
HW_199,UN_688,HW_199,佛說老女人經,1,1,54,186,54,187,
HW_200,UN_689,HW_200,佛說老母經,1,1,54,188,54,189,
HW_201,UN_690,HW_201,佛說老母女六英經,1,1,54,190,54,191,
HW_202,UN_674,HW_202,佛說菩薩逝經,1,1,54,192,54,196,
HW_203,UN_679,HW_203,佛說月光童子經,1,1,54,198,54,207,
HW_204,UN_680,HW_204,申日兒本經,1,1,54,208,54,210,
HW_205,UN_672,HW_205,佛說逝童子經,1,1,54,211,54,214,
HW_206,UN_826,HW_206,佛說犢子經,1,1,54,216,54,217,
HW_207,UN_825,HW_207,佛說乳光佛經,1,1,54,218,54,224,
HW_208,UN_692,HW_208,無垢賢女經,1,1,54,225,54,228,
HW_209,UN_693,HW_209,腹中女聽經,1,1,54,229,54,232,
HW_210,UN_632,HW_210,文殊師利問菩提經,1,1,54,234,54,241,
HW_211,UN_633,HW_211,伽耶山頂經,1,1,54,242,54,253,
HW_212,UN_634,HW_212,象頭精捨經,1,1,54,255,54,264,
HW_213,UN_635,HW_213,大乘伽耶山頂經,1,1,54,265,54,274,
HW_214,UN_677,HW_214,佛說德護長者經,2,2,54,276,54,310,
HW_215,UN_691,HW_215,佛說轉女身經,1,1,54,312,54,333,
HW_216,UN_780,HW_216,佛說未曾有經,1,1,54,335,54,338,
HW_217,UN_781,HW_217,甚希有經,1,1,54,339,54,347,
HW_218,UN_782,HW_218,最無比經,1,1,54,349,54,362,
HW_219,UN_848,HW_219,如來師子吼經,1,1,54,364,54,369,
HW_220,UN_847,HW_220,大方廣師子吼經,0,0,54,370,54,376,
HW_221,UN_642,HW_221,大乘百福相經,1,1,54,377,54,384,
HW_222,UN_763,HW_222,無上依經,2,2,54,386,54,422,
HW_223,UN_829,HW_223,佛說決定揔持經,1,1,54,424,54,433,
HW_224,UN_828,HW_224,佛說謗佛經,1,1,54,434,54,441,
HW_225,UN_386,HW_225,佛說寶積三昧文殊師利菩薩問法身經,1,1,54,443,54,449,
HW_226,UN_385,HW_226,入法界體性經,1,1,54,450,54,460,
HW_227,UN_643,HW_227,大乘百福莊嚴相經,1,1,54,462,54,471,
HW_228,UN_814,HW_228,大乘四法經,1,1,54,472,54,472,
HW_229,UN_815,HW_229,佛說菩薩修行四法經,1,1,54,473,54,473,
HW_230,UN_783,HW_230,希有校量功德經,1,1,54,474,54,480,
HW_231,UN_1562,HW_231,佛說善恭敬經,1,1,54,482,54,489,
HW_232,UN_855,HW_232,稱讚大乘功德經,1,1,54,490,54,498,
HW_233,UN_856,HW_233,佛說妙法決定業障經,1,1,54,499,54,502,
HW_234,UN_239,HW_234,佛說銀色女經,1,1,54,504,54,511,
HW_235,UN_664,HW_235,佛說阿阇世王受決經,1,1,54,512,54,515,
HW_236,UN_665,HW_236,採華達王上佛授決經,1,1,54,516,54,518,
HW_237,UN_1563,HW_237,佛說正恭敬經,1,1,54,519,54,524,
HW_238,UN_798,HW_238,佛說了本生死經,1,1,54,526,54,531,
HW_239,UN_724,HW_239,佛說自誓三昧經,1,1,54,532,54,540,
HW_240,UN_115,HW_240,佛說貝多樹下思惟十二因緣經,1,1,54,542,54,549,
HW_241,UN_116,HW_241,佛說緣起聖道經,1,1,54,550,54,554,
HW_242,UN_799,HW_242,佛說稻稈經,1,1,54,555,54,562,
HW_243,UN_785,HW_243,佛說作佛形像經,1,1,54,564,54,566,
HW_244,UN_686,HW_244,佛說龍施女經,1,1,54,567,54,569,
HW_245,UN_687,HW_245,佛說龍施菩薩本起經,1,1,54,570,54,574,
HW_246,UN_597,HW_246,佛說八吉祥神咒經,1,1,54,575,54,578,
HW_247,UN_702,HW_247,佛說轉有經,1,1,55,2,55,4,
HW_248,UN_639,HW_248,佛說文殊師利巡行經,1,1,55,5,55,11,
HW_249,UN_638,HW_249,文殊尸利行經,1,1,55,12,55,20,
HW_250,UN_667,HW_250,佛說諫王經,1,1,55,26,55,26,
HW_251,UN_668,HW_251,如來示教勝軍王經,1,1,55,30,55,37,
HW_252,UN_669,HW_252,佛為勝光天子說王法經,1,1,55,38,55,44,
HW_253,UN_704,HW_253,大方等修多羅王經,1,1,55,45,55,46,
HW_254,UN_723,HW_254,如來獨證自誓三昧經,1,1,55,49,55,56,
HW_255,UN_2311,HW_255,佛說灌佛經,1,1,55,57,55,58,
HW_256,UN_790,HW_256,佛說灌洗佛經,1,1,55,59,55,62,
HW_257,UN_784,HW_257,佛說造立形像福報經,1,1,55,63,55,66,
HW_258,UN_598,HW_258,佛說八陽神咒經,1,1,55,68,55,71,
HW_259,UN_599,HW_259,佛說八吉祥經,1,1,55,72,55,74,
HW_260,UN_596,HW_260,佛說八佛名號經,1,1,55,75,55,79,
HW_261,UN_778,HW_261,佛說盂蘭盆經,1,1,55,80,55,82,
HW_262,UN_779,HW_262,佛說報恩奉盆經,1,1,55,84,55,85,
HW_263,UN_789,HW_263,佛說浴像功德經,1,1,55,86,55,88,
HW_264,UN_788,HW_264,浴像功德經,1,1,55,89,55,93,
HW_265,UN_821,HW_265,佛說校量數珠功德經,1,1,55,94,55,95,
HW_266,UN_820,HW_266,曼殊室利咒藏中校量數珠功德經,1,1,55,96,55,98,
HW_267,UN_1124,HW_267,不空羂索神變眞言經,30,30,55,100,56,154,
HW_268,UN_1126,HW_268,不空羂索咒經,1,1,56,156,56,168,
HW_269,UN_1131,HW_269,不空羂索心咒王經,3,3,56,170,56,210,
HW_270,UN_1128,HW_270,不空羂索咒心經,1,1,56,212,56,224,
HW_271,UN_1132,HW_271,不空羂索陀羅尼經,2,2,56,226,56,270,
HW_272,UN_10801,HW_272,千眼千臂觀世觀菩薩陀羅尼神咒經,2,2,56,272,56,294,
HW_273,UN_1079,HW_273,千手千眼觀世觀菩薩姥陀羅尼神咒經,1,1,56,296,56,322,
HW_274,UN_1114,HW_274,觀世音菩薩秘密藏神咒經,1,1,56,324,56,333,
HW_275,UN_1115,HW_275,觀世音菩薩如意摩尼陀羅尼經,1,1,56,334,56,341,
HW_276,UN_1127,HW_276,不空羂索神咒心經,1,1,56,343,56,357,
HW_277,UN_1112,HW_277,如意輪陀羅尼經,1,1,56,359,56,386,
HW_278,UN_919,HW_278,陀羅尼集經,12,12,56,388,57,220,
HW_279,UN_1096,HW_279,佛說十一面觀世音神咒經,1,1,57,222,57,243,
HW_280,UN_1057,HW_280,千轉陀羅尼觀世音菩薩咒經,1,1,57,245,57,248,
HW_281,UN_1056,HW_281,咒五首經,1,1,57,249,57,250,
HW_282,UN_1218,HW_282,六字大陀羅尼咒經,1,1,57,251,57,252,
HW_283,,HW_283,七俱胘佛大心經,1,1,57,253,57,253,
HW_284,UN_1058,HW_284,千轉陀羅尼經,1,1,57,253,57,253,
HW_285,UN_12961,HW_285,摩利支天經,1,1,57,254,57,255,
HW_286,UN_9852,HW_286,咒三首經,1,1,57,256,57,256,
HW_287,UN_11363,HW_287,觀自在菩薩怛嚩多唎隨心陀羅尼經,1,1,57,258,57,284,
HW_288,UN_9851,HW_288,佛頂最勝陀羅尼經,1,1,57,286,57,294,
HW_289,UN_983,HW_289,佛頂尊勝陀羅尼經,1,1,57,295,57,305,
HW_290,UN_1032,HW_290,佛說無量門微密持經,1,1,57,307,57,313,
HW_291,UN_1033,HW_291,佛說出生無量門持經,1,1,57,314,57,322,
HW_292,UN_987,HW_292,佛頂尊勝陀羅尼經,1,1,57,324,57,333,
HW_293,UN_986,HW_293,最勝佛頂陀羅尼淨除業障經,1,1,57,335,57,349,
HW_294,UN_1035,HW_294,阿難陀目祛尼訶離陀鄰尼經,1,1,57,351,57,362,
HW_295,UN_1037,HW_295,舍利弗陀羅尼經,1,1,57,363,57,372,
HW_296,UN_1034,HW_296,阿難陀目祛尼呵離陀鄰尼經,1,1,57,374,57,385,
HW_297,UN_1036,HW_297,佛說無量門破魔陀羅尼經,1,1,57,386,57,398,
HW_298,UN_1031,HW_298,佛說一向出生菩薩經,1,1,57,400,57,413,
HW_299,UN_1038,HW_299,出生無邊門陀羅尼經,1,1,57,415,57,431,
HW_300,UN_1410,HW_300,勝幢臂印陀羅尼經,1,1,57,432,57,434,
HW_301,UN_1411,HW_301,妙臂印幢陀羅尼經,1,1,57,435,57,436,
HW_302,UN_1389,HW_302,佛說無崖際總持法門經,1,1,57,438,57,455,
HW_303,UN_1390,HW_303,尊勝菩薩所問一切諸法入無量法門陀羅尼經,1,1,57,457,57,476,
HW_304,UN_1392,HW_304,金剛上味陀羅尼經,1,1,57,478,57,493,
HW_305,UN_1391,HW_305,金剛場陀羅尼經,1,1,57,495,57,510,
HW_306,UN_1182,HW_306,虛空藏菩薩問七佛陀羅尼咒經,1,1,57,512,57,525,
HW_307,UN_1403,HW_307,華積陀羅尼神咒經,1,1,57,527,57,529,
HW_308,UN_1404,HW_308,獅子奮迅菩薩所問經,1,1,57,530,57,532,
HW_309,UN_1405,HW_309,佛說華聚陀羅尼咒經,1,1,57,533,57,535,
HW_310,UN_1066,HW_310,六字咒王經,1,1,57,536,57,541,
HW_311,UN_11672,HW_311,六字神咒王經,1,1,57,542,57,549,
HW_312,UN_1183,HW_312,如來方便善巧咒經,1,1,57,551,57,561,
HW_313,UN_1398,HW_313,佛說持句神咒經,1,1,57,562,57,563,
HW_314,UN_1399,HW_314,佛說陀鄰尼缽經,1,1,57,564,57,566,
HW_315,UN_1396,HW_315,東方最勝燈王如來經,1,1,57,567,57,582,
HW_316,UN_1174,HW_316,善法方便陀羅尼咒經,1,1,58,2,58,8,
HW_317,UN_11752,HW_317,金剛秘密善門陀羅尼經,1,1,58,9,58,14,
HW_318,UN_1173,HW_318,護命法門神咒經,1,1,58,15,58,27,
HW_319,UN_1045,HW_319,無垢淨光大陀羅尼經,1,1,58,29,58,42,
HW_320,UN_1065,HW_320,請觀世音菩薩消伏毒害陀羅尼咒經,1,1,58,44,58,56,
HW_321,UN_824,HW_321,內藏百寶經,1,1,58,58,58,65,
HW_322,UN_794,HW_322,溫室洗浴眾僧經,1,1,58,66,58,69,
HW_323,UN_361,HW_323,佛說須賴經（支施崘譯）,1,1,58,71,58,93,
HW_324,UN_675,HW_324,菩薩道樹經,1,1,58,95,58,109,
HW_325,UN_676,HW_325,菩薩生地經,1,1,58,110,58,112,
HW_326,UN_697,HW_326,梵女首意經,1,1,58,114,58,119,
HW_327,UN_812,HW_327,佛說四不可得經,1,1,58,120,58,125,
HW_328,UN_731,HW_328,成具光明定意經,1,1,58,127,58,152,
HW_329,UN_606,HW_329,佛說寶網經,1,1,58,154,58,182,
HW_330,UN_760,HW_330,大方等如來藏經,1,1,58,184,58,195,
HW_331,UN_777,HW_331,佛說諸德福田經,1,1,58,196,58,202,
HW_332,UN_849,HW_332,佛語法門經,1,1,58,204,58,207,
HW_333,UN_222,HW_333,佛說金色王經,1,1,58,208,58,217,
HW_334,UN_838,HW_334,演道俗業經,1,1,58,219,58,230,
HW_335,UN_607,HW_335,百佛名經,1,1,58,231,58,238,
HW_336,UN_360,HW_336,佛說須賴經（曹魏白延譯）,1,1,58,240,58,256,
HW_337,UN_830,HW_337,菩薩行五十緣身經,1,1,58,258,58,263,
HW_338,UN_362,HW_338,菩薩修行經,1,1,58,264,58,272,
HW_339,UN_675,HW_339,佛說道樹經,1,1,58,274,58,288,
HW_340,UN_595,HW_340,稱揚諸佛功德經,3,3,58,290,58,357,
HW_341,UN_713,HW_341,須眞天子經,2,2,58,359,58,414,
HW_342,UN_418,HW_342,摩訶摩耶經,2,2,58,416,58,449,
HW_343,UN_404,HW_343,觀世音菩薩得大勢菩薩受記經,1,1,58,451,58,466,
HW_344,UN_823,HW_344,佛說孛經抄,1,1,58,468,58,489,
HW_345,UN_718,HW_345,佛說海龍王經,4,4,58,491,58,582,
HW_346,UN_742,HW_346,佛說首楞嚴三昧經,3,3,59,2,59,63,
HW_347,UN_308,HW_347,佛說觀普賢菩薩行法經,1,1,59,65,59,83,
HW_348,UN_1199,HW_348,佛說藥王藥上二菩薩經,1,1,59,85,59,106,
HW_349,UN_654,HW_349,不思議光菩薩所說經,1,1,59,108,59,123,
