name,unified_sutra_code,sutra_code,sutra_name,due_reel_count,existed_reel_count,start_volume,start_page,end_volume,end_page,remark
ZC_45,UN_371,ZC_45,聖善住意天子所問經,3,0,7,,7,,
ZC_46,UN_373,ZC_46,佛說太子刷護經,1,0,7,,7,,
ZC_47,UN_374,ZC_47,佛說太子和休經,1,0,7,,7,,
ZC_48,UN_375,ZC_48,慧上菩薩問大善權經,2,0,7,,7,,
ZC_49,UN_377,ZC_49,大乘顯識經,2,1,7,253,7,270,
ZC_50,UN_378,ZC_50,佛說大乘方等要慧經,1,1,7,271,7,272,
ZC_51,UN_379,ZC_51,彌勒菩薩所問本願經,1,1,7,273,7,284,
ZC_52,UN_380,ZC_52,佛說遺日摩尼寶經,1,1,7,285,7,307,
ZC_53,UN_381,ZC_53,佛說摩訶衍寶嚴經,1,1,7,309,7,338,
ZC_54,UN_383,ZC_54,勝鬘獅子吼一乘大方便方廣經,1,1,7,339,7,367,
ZC_55,UN_384,ZC_55,毗耶娑問經,2,2,7,369,7,417,
ZC_56,UN_432,ZC_56,大方等大集經,60,35,7,419,8,626,
ZC_57,UN_451,ZC_57,大乘大集地藏十輪經,10,2,8,627,8,684,
ZC_58,UN_452,ZC_58,大方廣十輪經,8,3,8,685,8,747,
ZC_59,,ZC_59,大乘大集經,2,2,8,749,8,806,
ZC_60,UN_455,ZC_60,菩薩念佛三昧經,5,1,8,807,8,835,
ZC_61,UN_449,ZC_61,虛空孕菩薩經,2,1,9,1,9,22,
ZC_62,UN_446,ZC_62,虛空藏菩薩經,1,0,9,,9,,
ZC_63,UN_447,ZC_63,虛空臧菩薩神咒經,1,0,9,,9,,
ZC_64,UN_450,ZC_64,觀虛空臟菩薩經,1,0,9,,9,,
ZC_65,UN_456,ZC_65,大方等大集經菩薩會佛三昧分,10,4,9,23,9,100,
ZC_66,UN_457,ZC_66,大方等大集經賢護分,5,3,9,101,9,176,
ZC_67,UN_458,ZC_67,般舟三昧經,3,3,9,177,9,248,
ZC_68,UN_460,ZC_68,拔陂菩薩經,1,1,9,249,9,269,
ZC_69,UN_438,ZC_69,阿差末菩薩經,7,4,9,271,9,353,
ZC_70,UN_437,ZC_70,無盡意菩薩經,6,4,9,355,9,439,
ZC_71,UN_440,ZC_71,大哀經,8,5,9,441,9,551,
ZC_72,UN_463,ZC_72,大集譬喻王經,2,1,9,553,9,575,
ZC_73,UN_441,ZC_73,寶女所問經,4,3,9,577,9,641,
ZC_74,UN_461,ZC_74,自在王菩薩經,2,1,9,643,9,668,
ZC_75,UN_462,ZC_75,奮迅王問經,2,1,9,669,9,698,
ZC_76,UN_443,ZC_76,佛說無言童子經,2,1,9,699,9,730,
ZC_77,UN_445,ZC_77,寶星陀羅尼經,10,6,9,731,10,20,
ZC_78,UN_310,ZC_78,大方廣佛華嚴經,50,26,10,21,12,67,
ZC_79,UN_309,ZC_79,大方廣佛華嚴經,80,36,11,,12,,
ZC_80,UN_337,ZC_80,信力入印法門經,5,5,12,69,12,212,
ZC_81,UN_336,ZC_81,佛華嚴入如來德智不思議境界經,2,1,12,213,12,230,
ZC_82,UN_1163,ZC_82,大乘金剛髻珠菩薩修行分,1,0,12,,12,,
ZC_83,UN_338,ZC_83,大方廣佛華嚴經修慈分,1,1,12,231,12,241,
ZC_84,UN_335,ZC_84,度諸佛境界智光嚴經,1,1,12,243,12,267,
ZC_85,UN_334,ZC_85,大方廣入如來智德不思議經,1,1,12,269,12,288,
ZC_86,UN_332,ZC_86,大方廣如來不思議境界經,1,1,12,289,12,304,
ZC_87,UN_333,ZC_87,大方廣佛華嚴經不思議佛境界分,1,1,12,305,12,321,
ZC_88,UN_316,ZC_88,漸備一切智德經,5,3,12,323,12,395,
ZC_89,UN_314,ZC_89,菩薩十住行道品,1,1,12,397,12,408,
ZC_90,UN_339,ZC_90,佛說莊嚴菩薩心經,1,1,12,409,12,418,
ZC_91,UN_315,ZC_91,佛說菩薩十住經,1,1,12,419,12,425,
ZC_92,UN_311,ZC_92,佛說兜沙經,1,1,12,427,12,434,
ZC_93,UN_330,ZC_93,大方廣普賢所說經,1,0,12,,12,,
ZC_94,UN_313,ZC_94,諸菩薩求佛本業經,1,1,12,435,12,450,
ZC_95,UN_312,ZC_95,佛說菩薩本業經,1,0,12,,12,,
ZC_96,UN_340,ZC_96,佛說大方廣菩薩十地經,1,0,12,,12,,
ZC_97,UN_317,ZC_97,十住經,4,1,12,451,12,477,
ZC_98,UN_322,ZC_98,佛說如來興顯經,4,3,12,479,12,558,
ZC_99,UN_319,ZC_99,等目菩薩所問三昧經,3,2,12,559,12,606,
ZC_100,UN_320,ZC_100,顯無邊佛土功德經,1,0,12,,12,,
ZC_101,UN_326,ZC_101,佛說羅摩伽經,3,2,12,607,12,677,
ZC_102,UN_323,ZC_102,度世品經,6,4,12,679,12,799,
ZC_103,UN_327,ZC_103,大方廣佛華嚴經入法界品,1,0,12,,12,,
ZC_104,UN_409,ZC_104,大般涅槃經,40,29,12,801,13,738,
ZC_105,UN_411,ZC_105,佛說大般泥洹經,6,5,13,739,14,73,
ZC_106,UN_412,ZC_106,大般涅槃經後分,2,1,14,75,14,105,
ZC_107,UN_413,ZC_107,佛說方等般泥洹經,2,2,14,107,14,173,
ZC_108,UN_414,ZC_108,四童子三昧經,3,3,14,175,14,242,
ZC_109,UN_415,ZC_109,大悲經,5,5,14,243,14,373,
ZC_110,UN_244,ZC_110,方廣大莊嚴經,12,11,14,375,14,668,
ZC_111,UN_245,ZC_111,佛說普曜經,8,5,14,669,14,799,
ZC_112,UN_300,ZC_112,佛說法華三昧經,1,1,14,801,14,817,
ZC_113,UN_307,ZC_113,無量義經,1,0,14,,14,,
ZC_114,UN_295,ZC_114,薩曇分陀利經,1,0,14,,14,,
ZC_115,UN_292,ZC_115,妙法蓮華經,7,5,14,819,15,131,
ZC_116,UN_293,ZC_116,正法華經,10,5,15,133,15,274,
ZC_117,UN_294,ZC_117,添品妙法蓮華經,7,3,15,275,15,383,
ZC_118,UN_645,ZC_118,維摩詰經,3,2,15,385,15,441,
ZC_119,UN_646,ZC_119,佛說維摩詰經,2,1,15,443,15,481,
ZC_120,UN_647,ZC_120,說無垢稱經,6,6,15,483,15,625,
ZC_121,UN_649,ZC_121,佛說大方等頂王經,1,1,15,627,15,657,
ZC_122,UN_650,ZC_122,大乘頂王經,1,1,15,659,15,683,
ZC_123,UN_648,ZC_123,善思童子經,2,1,15,685,15,699,
ZC_124,UN_218,ZC_124,大乘悲分陁利經,8,6,15,701,16,20,
ZC_125,UN_217,ZC_125,悲華經,10,8,16,21,16,261,
ZC_126,UN_757,ZC_126,金光明最勝王經,10,4,16,263,16,376,
ZC_127,UN_759,ZC_127,合部金光明經,8,0,16,,16,,
ZC_128,UN_726,ZC_128,佛說伅真陁羅所問寶如來三昧經,3,2,16,377,16,439,
ZC_129,UN_725,ZC_129,大樹緊那羅王所問經,4,1,16,441,16,463,
ZC_130,UN_834,ZC_130,佛說道神足無極變化經,4,2,16,465,16,503,
ZC_131,UN_833,ZC_131,佛昇忉利天為母說法經,3,3,16,505,16,560,
ZC_132,UN_659,ZC_132,佛說寶雨經,10,8,16,561,16,735,
ZC_133,UN_660,ZC_133,寶雲經,7,4,16,737,16,824,
ZC_134,UN_299,ZC_134,佛說阿惟越致遮經,3,0,16,,16,,
ZC_135,UN_297,ZC_135,佛說廣博嚴凈不退轉輪經,6,0,16,825,17,83,
ZC_136,UN_298,ZC_136,不退轉法輪經,4,2,17,85,17,138,
ZC_137,UN_746,ZC_137,不必定入定入印經,1,1,17,139,17,170,
ZC_138,UN_745,ZC_138,入定不定印經,1,1,17,171,17,194,
ZC_139,UN_417,ZC_139,等集眾德三昧經,3,0,17,,17,,
ZC_140,UN_416,ZC_140,集一切福德三昧經,3,2,17,195,17,242,
ZC_141,UN_709,ZC_141,持心梵天所問經,4,3,17,243,17,343,
ZC_142,UN_708,ZC_142,思益梵天所問經,4,2,17,345,17,404,
ZC_143,UN_710,ZC_143,勝思惟梵天所問經,6,2,17,405,17,453,
ZC_144,UN_653,ZC_144,持人菩薩經,4,0,17,,17,,
ZC_145,UN_652,ZC_145,持世經,4,0,17,,17,,
ZC_146,UN_306,ZC_146,佛說濟諸方等學經,1,0,17,,17,,
ZC_147,UN_305,ZC_147,大乘方廣總持經,1,0,17,,17,,
ZC_148,UN_631,ZC_148,佛說文殊師利現寶藏經,2,1,17,455,17,484,
ZC_149,UN_630,ZC_149,大方廣寶篋經,3,2,17,485,17,526,
ZC_150,UN_768,ZC_150,大乘同性經,2,0,17,,17,,
ZC_151,UN_769,ZC_151,證契大乘經,2,0,17,,17,,
ZC_152,UN_771,ZC_152,深密解脫經,5,2,17,527,17,571,
ZC_153,UN_770,ZC_153,解深密經,5,3,17,573,17,634,
ZC_154,UN_772,ZC_154,佛說解節經,1,0,17,,17,,
ZC_155,UN_773,ZC_155,相續解脫地波羅蜜了義經,1,1,17,635,17,660,
ZC_156,UN_803,ZC_156,緣生初勝分法本經,2,1,17,661,17,676,
ZC_157,UN_802,ZC_157,分別緣起初勝法門經,2,2,17,677,17,713,
ZC_158,UN_764,ZC_158,楞伽阿跋多羅寶經,4,1,17,715,17,745,
ZC_159,UN_765,ZC_159,入楞伽經,10,5,17,747,18,28,
ZC_160,UN_766,ZC_160,大乘入楞伽經,7,2,18,29,18,87,
ZC_161,UN_303,ZC_161,佛說菩薩行方便境界神通變化經,3,2,18,89,18,135,
ZC_162,UN_302,ZC_162,大薩遮尼乾子所說經,10,6,18,137,18,270,
ZC_163,UN_422,ZC_163,大方等無想經,6,1,18,271,18,317,
ZC_164,UN_1012,ZC_164,大雲經請雨品卷六十四,64,0,18,319,18,349,
ZC_165,UN_1013,ZC_165,大雲輪請雨經,2,1,18,351,18,365,
ZC_166,UN_1011,ZC_166,大方等大雲經請雨品卷六十四,64,0,18,,18,,
ZC_167,UN_751,ZC_167,諸法無行經,2,1,18,367,18,387,
ZC_168,UN_752,ZC_168,佛說諸法本無經,3,0,18,,18,,
ZC_169,UN_736,ZC_169,無極寶三昧經,2,0,18,,18,,
ZC_170,UN_737,ZC_170,佛說寶如來三昧經,2,1,18,389,18,415,
ZC_171,UN_733,ZC_171,佛說慧印三昧經,1,1,18,417,18,446,
ZC_172,UN_734,ZC_172,佛說如來智印經,1,1,18,447,18,472,
ZC_173,UN_1381,ZC_173,灌頂經,12,5,18,473,18,553,
ZC_174,UN_729,ZC_174,文殊師利普超三昧經,3,0,18,,18,,
ZC_175,UN_619,ZC_175,佛說藥師如來本願經,1,0,18,,18,,
ZC_176,UN_620,ZC_176,藥師琉璃光如來本願功德經,1,0,18,,18,,
ZC_177,UN_621,ZC_177,藥師琉璃光七佛本願功德經,2,0,18,,18,,
ZC_178,UN_728,ZC_178,佛說阿闍世王經,2,1,18,555,18,592,
ZC_179,UN_730,ZC_179,佛說放缽經,1,1,18,593,18,602,
ZC_180,UN_739,ZC_180,月燈三昧經,10,7,18,603,18,806,
ZC_181,UN_740,ZC_181,佛說月燈三昧經,1,0,18,,18,,
ZC_182,UN_832,ZC_182,佛說無希望經,1,1,18,807,18,834,
ZC_183,UN_831,ZC_183,佛說象腋經,1,1,19,1,19,23,
ZC_184,UN_836,ZC_184,佛說大凈法門經,1,0,19,,19,,
ZC_185,UN_835,ZC_185,大莊嚴法門經,2,0,19,,19,,
ZC_186,UN_388,ZC_186,如來莊嚴智慧光明入一切佛境界經,2,1,19,25,19,48,
ZC_187,UN_389,ZC_187,度一切諸佛境界智嚴經,1,0,19,,19,,
ZC_188,UN_406,ZC_188,後出阿彌陀佛偈,1,0,19,,19,,
ZC_189,UN_396,ZC_189,佛說觀無量壽佛經,1,1,19,49,,74,
ZC_190,UN_392,ZC_190,佛說阿彌陀佛經,1,0,19,,19,,
ZC_191,UN_399,ZC_191,稱讚淨土佛攝受經,1,1,19,75,19,89,
ZC_192,UN_628,ZC_192,佛說觀彌勒菩薩上生兜率天經,1,0,19,,19,,
ZC_193,UN_623,ZC_193,佛說彌勒大成佛經,1,0,19,,19,,
ZC_194,UN_627,ZC_194,佛說彌勒來時經,1,0,19,,19,,
ZC_195,UN_624,ZC_195,佛說彌勒下生經,1,1,19,91,19,101,
ZC_196,UN_625,ZC_196,佛說彌勒下生成佛經,1,0,19,,19,,
ZC_197,UN_626,ZC_197,佛說彌勒下生成佛經,1,0,19,,19,,
ZC_198,UN_840,ZC_198,佛說諸法勇王經,1,0,19,,19,,
ZC_199,UN_841,ZC_199,佛說一切法高王經,1,1,19,103,19,131,
ZC_200,UN_851,ZC_200,第一義法勝經,1,1,19,133,19,152,
ZC_201,UN_850,ZC_201,大威燈光仙人問疑經,1,0,19,,19,,
ZC_202,UN_695,ZC_202,順權方便經,2,0,19,,19,,
ZC_203,UN_694,ZC_203,樂瓔珞莊嚴方便品經,1,0,19,,19,,
ZC_204,UN_212,ZC_204,六度集經,7,6,19,153,19,341,
ZC_205,UN_231,ZC_205,太子須大拏經,1,1,19,343,19,366,
ZC_206,UN_2341,ZC_206,佛說菩薩睒子經,1,0,19,,19,,
ZC_207,UN_227,ZC_207,佛說太子慕魄經,1,1,19,367,19,374,
ZC_208,UN_228,ZC_208,佛說太子墓珀經,1,1,19,375,19,379,
ZC_209,UN_2351,ZC_209,佛說睒子經,1,1,19,381,19,389,
ZC_210,UN_241,ZC_210,佛說九色鹿經,1,1,19,391,19,394,
ZC_211,UN_825,ZC_211,佛說乳光經,1,0,19,,19,,
ZC_212,UN_845,ZC_212,無字寶篋經,1,1,19,395,19,402,
ZC_213,UN_846,ZC_213,大乘離文字普光明藏經,1,0,19,,19,,
ZC_214,UN_844,ZC_214,大乘遍照光明藏無字法門經,1,0,19,,19,,
ZC_215,UN_688,ZC_215,佛說老女人經,1,0,19,,19,,
ZC_216,UN_692,ZC_216,佛說無垢賢女經,1,1,19,403,19,407,
ZC_217,UN_689,ZC_217,佛說老母經,1,1,19,409,19,411,
ZC_218,UN_690,ZC_218,佛說母老六英經,1,1,19,413,19,414,
ZC_219,UN_693,ZC_219,佛說腹中女聽經,1,1,19,415,19,419,
ZC_220,UN_679,ZC_220,佛說月光童子經,1,0,19,,19,,
ZC_221,UN_680,ZC_221,申日兒本經,1,0,19,,19,,
ZC_222,UN_677,ZC_222,佛說德護長者經,2,1,19,421,19,442,
ZC_223,UN_632,ZC_223,文殊師利問菩提經,1,0,19,,19,,
ZC_224,UN_633,ZC_224,伽耶山頂經,1,1,19,443,19,457,
ZC_225,UN_634,ZC_225,佛說象頭精舍經,1,0,19,,19,,
ZC_226,UN_672,ZC_226,佛說逝童子經,1,1,19,459,19,462,
ZC_227,UN_635,ZC_227,大乘伽耶山頂經,1,1,19,463,19,475,
ZC_228,UN_673,ZC_228,佛說長者子制經,1,0,19,,19,,
ZC_229,UN_674,ZC_229,佛說菩薩逝經,1,0,19,,19,,
ZC_230,UN_826,ZC_230,佛說犢子經,1,0,19,,19,,
ZC_231,UN_691,ZC_231,佛說轉女身經,1,1,19,477,19,504,
ZC_232,UN_678,ZC_232,佛說申日經,1,0,19,,19,,
ZC_233,UN_763,ZC_233,佛說無上依經,2,2,19,505,19,548,
ZC_234,UN_781,ZC_234,甚稀有經,1,1,19,549,19,556,
ZC_235,UN_386,ZC_235,佛說寶積三昧文殊師利菩薩問法身經,1,1,19,557,19,565,
ZC_236,UN_780,ZC_236,佛說未曾有經,1,1,19,567,19,571,
ZC_237,UN_783,ZC_237,佛說稀有校量功德經,1,1,19,573,19,581,
ZC_238,UN_829,ZC_238,佛說決定總持經,1,1,19,583,19,595,
ZC_239,UN_239,ZC_239,銀色女經,1,1,19,597,19,606,
ZC_240,UN_643,ZC_240,大乘百福莊嚴相經,1,1,19,607,19,619,
ZC_241,UN_828,ZC_241,謗佛經,1,1,19,621,19,630,
ZC_242,UN_385,ZC_242,入法界體性經,1,0,19,,19,,
ZC_243,UN_848,ZC_243,如來師子吼經,1,0,19,,19,,
ZC_244,UN_815,ZC_244,佛說菩薩修行四法經,1,1,19,631,19,632,
ZC_245,UN_664,ZC_245,阿闍世王授決經,1,1,19,633,19,638,
ZC_246,UN_847,ZC_246,大方廣師子吼經,1,1,19,639,19,645,
ZC_247,UN_642,ZC_247,大乘百福相經,1,1,19,647,19,656,
ZC_248,UN_665,ZC_248,採花違王上佛授決號妙花經,1,1,19,657,19,660,
ZC_249,UN_856,ZC_249,說妙法決定業障經,1,1,19,661,19,665,
ZC_250,UN_814,ZC_250,大乘四法經,1,1,19,667,19,668,
ZC_251,UN_855,ZC_251,稱讚大乘功德經,1,1,19,669,19,675,
ZC_252,UN_1562,ZC_252,善恭敬經,1,0,19,,19,,
ZC_253,UN_782,ZC_253,最無比經,1,1,19,677,19,693,
ZC_254,UN_238,ZC_254,前世三轉經,1,0,19,,19,,
ZC_255,UN_1563,ZC_255,佛說正恭敬經,1,0,19,,19,,
ZC_256,UN_668,ZC_256,如來示教勝軍王經,1,0,19,,19,,
ZC_257,UN_789,ZC_257,佛說浴像功德經,1,1,19,695,19,699,
ZC_258,UN_667,ZC_258,佛說諫王經,1,1,19,701,19,706,
ZC_259,UN_116,ZC_259,緣起聖道經,1,1,19,707,19,713,
ZC_260,UN_597,ZC_260,佛說八吉祥神咒經,1,0,19,,19,,
ZC_261,UN_687,ZC_261,佛說龍施菩薩本起經,1,1,19,715,19,720,
ZC_262,UN_791,ZC_262,佛說摩訶剎頭經,1,1,19,721,19,725,
ZC_263,UN_669,ZC_263,佛為勝光天子說王法經,1,1,19,727,19,733,
ZC_264,UN_599,ZC_264,八吉祥經,1,0,19,,19,,
ZC_265,UN_598,ZC_265,佛說八陽神咒經,1,0,19,,19,,
ZC_266,UN_788,ZC_266,浴佛功德經,1,0,19,,19,,
ZC_267,UN_778,ZC_267,佛說盂蘭盆經,1,0,19,,19,,
ZC_268,UN_820,ZC_268,曼殊室利咒藏中校量數珠功德經,1,0,19,,19,,
ZC_269,UN_704,ZC_269,佛說大方等修多羅王經,1,0,19,,19,,
ZC_270,UN_639,ZC_270,佛說文殊師利巡行經,1,0,19,,19,,
ZC_271,UN_705,ZC_271,佛說轉有經,1,0,19,,19,,
ZC_272,UN_638,ZC_272,佛說文殊屍利經,1,1,19,735,19,746,
ZC_273,UN_596,ZC_273,八佛名號經,1,1,19,747,19,753,
ZC_274,UN_798,ZC_274,了本生死經,1,0,19,,19,,
ZC_275,UN_115,ZC_275,貝多樹下思惟十二因緣經,1,0,19,,19,,
ZC_276,UN_686,ZC_276,佛說龍施女經,1,0,19,,19,,
ZC_277,UN_799,ZC_277,佛說稻芊經,1,0,19,,19,,
ZC_278,UN_779,ZC_278,佛說報恩奉瓫經,1,1,19,755,19,756,
ZC_279,UN_790,ZC_279,佛說灌洗佛形像經,1,1,19,757,19,761,
ZC_280,UN_724,ZC_280,佛說自誓三昧經,1,1,19,763,19,774,
ZC_281,UN_785,ZC_281,佛說作佛形像經,1,1,19,775,19,778,
ZC_282,UN_723,ZC_282,佛說如來獨證自誓三昧經,1,1,19,779,19,788,
ZC_283,UN_784,ZC_283,佛說造立形像福報經,1,0,19,,19,,
ZC_284,UN_821,ZC_284,佛說校量數珠功德經,1,0,19,,19,,
ZC_285,UN_1124,ZC_285,不空羂索神變真言經,30,26,19,789,20,600,
ZC_286,UN_1126,ZC_286,不空羂索咒經,1,1,20,601,20,616,
ZC_287,UN_1127,ZC_287,不空羂索神咒心經,1,1,20,633,20,633,
ZC_288,UN_1131,ZC_288,不空羂索陀羅尼自在王咒經,3,1,20,637,20,658,
ZC_289,UN_1132,ZC_289,不空羂索陁羅尼經,1,1,20,659,20,712,
ZC_290,UN_10801,ZC_290,千眼千臂觀世音菩薩陁羅尼神咒經,2,2,20,713,20,742,
ZC_291,UN_1079,ZC_291,千手千眼觀世音菩薩姥陀羅尼身經,1,0,20,,20,,
ZC_292,UN_10822,ZC_292,佛說千手千眼觀世音菩薩廣大圓滿無礙大悲心陁羅尼經,1,1,20,743,20,770,
ZC_293,UN_1115,ZC_293,觀世音菩薩如意摩尼陁羅尼經,1,1,20,771,20,780,
ZC_294,UN_1114,ZC_294,觀世音秘密藏如意輪陁羅尼神咒經,1,1,20,781,20,792,
ZC_295,UN_1113,ZC_295,佛說觀自在菩薩如意心陀羅尼咒經,1,0,20,,20,,
ZC_296,UN_1112,ZC_296,如意輪陁羅尼經,1,1,20,793,20,826,
ZC_297,UN_1220,ZC_297,大方廣菩薩藏經中文殊師利根本一字陁羅尼經,1,1,20,827,20,831,
ZC_298,UN_1007,ZC_298,大金色孔雀王咒經,1,1,20,833,20,838,
ZC_299,UN_1393,ZC_299,佛說十二佛名神咒校量功德除障滅罪經,1,1,21,1,21,8,
ZC_300,UN_1221,ZC_300,曼殊室利菩薩咒藏中一字咒王經,1,1,21,9,21,13,
ZC_301,UN_1394,ZC_301,佛說稱讚如來功德神咒經,1,1,21,15,21,18,
ZC_302,UN_1006,ZC_302,佛說大孔雀咒王經,3,3,21,19,21,74,
ZC_303,UN_1005,ZC_303,孔雀王咒經,1,0,21,,21,,
ZC_304,UN_1008,ZC_304,佛說大金色孔雀王咒經,1,1,21,75,21,87,
ZC_305,UN_1009,ZC_305,孔雀王咒經,2,2,21,89,21,142,
ZC_306,UN_919,ZC_306,佛說陀羅尼集經,12,6,21,143,21,321,
ZC_307,UN_1057,ZC_307,千轉陀羅尼觀世音菩薩咒,1,1,21,323,21,327,
ZC_308,UN_1096,ZC_308,佛說十一面觀世音神咒經,1,1,21,329,21,342,
ZC_309,UN_1297,ZC_309,佛說摩利支天陀羅尼咒經,1,1,21,343,21,345,
ZC_310,UN_1056,ZC_310,咒五首,1,1,21,347,21,349,
ZC_311,UN_1097,ZC_311,十一面神咒心經,1,1,21,351,21,364,
ZC_312,UN_10671,ZC_312,佛說六字神咒王經,1,1,21,365,21,373,
ZC_313,UN_10672,ZC_313,六字神咒經,1,0,21,,21,,
ZC_314,UN_1102,ZC_314,佛說七俱胝佛母準提大明陀羅尼經,1,0,21,,21,,
ZC_315,UN_1104,ZC_315,佛說七俱胝佛母心大準提陀羅尼經,1,0,21,,21,,
ZC_316,UN_11361,ZC_316,觀自在菩薩隨心咒經,1,0,21,,21,,
ZC_317,UN_1385,ZC_317,種種雜咒經,1,1,21,375,21,384,
ZC_318,UN_986,ZC_318,最勝佛頂陀羅尼淨除業障咒經,1,1,21,385,21,403,
ZC_319,UN_984,ZC_319,佛頂尊勝陀羅尼經,1,1,21,405,21,414,
ZC_320,UN_987,ZC_320,佛說佛頂尊勝陀羅尼經,1,1,21,415,21,426,
ZC_321,UN_9851,ZC_321,佛頂尊勝陀羅尼經,1,1,21,427,21,451,
ZC_322,UN_983,ZC_322,佛頂尊勝陀羅尼經,1,1,21,,21,,
ZC_323,UN_1033,ZC_323,佛說出生無量門持經,1,1,21,453,21,463,
ZC_324,UN_1032,ZC_324,佛說無量門微密持經,1,1,21,465,21,472,
ZC_325,UN_1036,ZC_325,無量門破魔陀羅尼經,1,1,21,473,21,487,
ZC_326,UN_1035,ZC_326,阿難陀目佉尼呵離陀經,1,1,21,489,21,502,
ZC_327,UN_1411,ZC_327,妙臂印幢陀羅尼經,1,1,21,503,21,505,
ZC_328,UN_1034,ZC_328,佛說阿難陀目佉尼呵離陀隣尼經,1,1,21,507,21,521,
ZC_329,UN_1410,ZC_329,勝幢臂印陀羅尼經,1,1,21,523,21,525,
ZC_330,UN_1037,ZC_330,舍利弗陀羅尼經,1,0,21,,21,,
ZC_331,UN_1031,ZC_331,佛說一向出生菩薩經,1,1,21,527,21,544,
ZC_332,UN_1038,ZC_332,出生無邊門陀羅尼經,1,1,21,545,21,565,
ZC_333,UN_9852,ZC_333,咒三首經,1,0,21,,21,,
ZC_334,UN_1389,ZC_334,佛說無崖際總持法門經,1,1,21,567,21,588,
ZC_335,UN_1390,ZC_335,尊勝菩薩所問一切諸法入無量門陀羅尼經,1,1,21,589,21,616,
ZC_336,UN_1392,ZC_336,金剛上昧陀羅尼經,1,0,21,,21,,
